n_qubits,n_layers,seed,gate_train_loss,gate_acc_train,gate_acc_test,gate_lr,pulsed_train_loss,pulsed_acc_train,pulsed_acc_test,pulsed_lr,mixed_train_loss,mixed_acc_train,mixed_acc_test,mixed_lr
2,5,3,0.0730018092909725,0.912,0.836,0.05,0.1028758125248051,0.88,0.816,0.00035607637403,0.0871483476660077,0.894,0.804,0.0002952980687273
2,5,4,0.0763307668537953,0.902,0.888,0.05,0.0838036843065722,0.89,0.88,0.0003631887128103,0.0827793171737164,0.886,0.844,0.0009445057085348
2,6,0,0.0639973010886894,0.924,0.72,0.05,0.0727804740705726,0.928,0.772,0.0002104169813193,0.0715557490453903,0.924,0.66,0.0001835356279194
2,6,1,0.1080505284638108,0.852,0.728,0.05,0.1145082546997319,0.866,0.808,0.0002919714611018,0.1179665134347154,0.846,0.764,0.0002184238488108
2,6,2,0.0843445686462155,0.898,0.784,0.05,0.0861173606816983,0.902,0.764,0.0002599856627472,0.1079375081290496,0.856,0.704,8.81489178394689e-05
2,6,3,0.0783978254191214,0.91,0.812,0.05,0.0859413932127141,0.896,0.84,0.0004733643619875,0.0899655643850644,0.9,0.812,0.0010037041995224
2,6,4,0.0856582762945643,0.894,0.824,0.05,0.0920274299441005,0.884,0.84,9.365762223207691e-05,0.0813298843178671,0.892,0.86,0.0003188893477823
2,7,0,0.0674339797555335,0.908,0.7,0.05,0.0801933335791874,0.9,0.732,0.0001740911688524,0.074107341981907,0.916,0.688,0.0001214764368908
2,7,1,0.1025262610600605,0.86,0.792,0.05,0.1087291035689322,0.86,0.824,8.68697239542651e-05,0.1190081750378489,0.858,0.784,0.0002605928462014
2,7,2,0.090108186814909,0.886,0.792,0.05,0.0895307855921754,0.902,0.74,0.0001393224288831,0.0929636670536322,0.89,0.736,0.0002933044900729
2,7,3,0.0764009445773267,0.902,0.816,0.05,0.0873440292501561,0.9,0.768,0.0001411392728439,0.0912301830617997,0.892,0.808,0.0001176608306621
2,7,4,0.0845599056442557,0.894,0.896,0.05,0.0759404735680849,0.894,0.796,9.844890369792905e-05,0.0875859260851726,0.882,0.856,0.0004902180296621
2,8,0,0.0723052856584325,0.924,0.704,0.05,0.0705783174567963,0.93,0.768,0.0002156895325601,0.0660566864190695,0.932,0.632,0.0002583237147879
2,8,1,0.1040668045950512,0.872,0.808,0.05,0.1067629124703115,0.854,0.84,0.0002340495429692,0.1153947422836871,0.848,0.692,0.0003632292697287
2,8,2,0.0843671531770181,0.906,0.768,0.05,0.0891588517037453,0.898,0.74,0.0002111542561206,0.0923319500509447,0.884,0.576,0.0001045306557119
2,8,3,0.0780181257005908,0.896,0.824,0.05,0.0856512289160811,0.896,0.856,0.0004162778588752,0.0945512561491103,0.882,0.736,0.0004359890316777
2,8,4,0.0783150469366725,0.89,0.856,0.05,0.0792923772714325,0.912,0.784,0.0001876245346355,0.0841455164149632,0.898,0.824,0.0004575904718005
