dataset,n_qubits,n_layers,seed,gate_train_loss,gate_acc_train,gate_acc_test,gate_lr,pulsed_train_loss,pulsed_acc_train,pulsed_acc_test,pulsed_lr,mixed_train_loss,mixed_acc_train,mixed_acc_test,mixed_lr
digits,2,8,4,0.1107575036406391,0.846,0.82,0.05,0.0591081440256252,0.936,0.928,0.0001109647743537,0.1169508443338078,0.848,0.836,0.0002539113326996
fashion,1,1,0,0.1122156528608082,0.848,0.872,0.05,0.1003567930709113,0.89,0.756,0.0063435580154875,0.1105907303547752,0.858,0.872,0.0117854053391537
fashion,2,4,4,0.079804814550688,0.898,0.892,0.05,0.1006164077279889,0.874,0.844,0.0001697877856402,0.0908780218612393,0.88,0.832,0.0002031755406571
fashion,2,4,3,0.0793316121426106,0.908,0.86,0.05,0.0962211393839656,0.878,0.804,0.0001836235578389,0.0933878379358887,0.892,0.788,0.0009621767897368
fashion,2,4,2,0.1017767931283855,0.876,0.764,0.05,0.0953055703489912,0.882,0.744,0.0001390893270342,0.1060438593288101,0.858,0.664,0.0005422305762866
fashion,2,4,1,0.1084673022275025,0.852,0.764,0.05,0.1225211862939379,0.836,0.884,0.0007673113183167,0.1222381098402514,0.826,0.76,0.0007270175976696
fashion,2,4,0,0.0615945019990389,0.924,0.712,0.05,0.0786784212225993,0.898,0.716,0.0004310898619015,0.0720616839510446,0.906,0.724,0.0001997099192176
fashion,2,3,4,0.0811137774584503,0.894,0.904,0.05,0.0944543646832744,0.88,0.84,0.0001718906834115,0.0914865546954189,0.892,0.892,0.0008952753401924
fashion,2,3,3,0.0783959405997788,0.906,0.844,0.05,0.1083915431812446,0.872,0.864,0.000363462649289,0.092613080654327,0.888,0.816,0.0003116913555914
fashion,2,3,2,0.0946678323358643,0.9,0.712,0.05,0.1050314419255851,0.87,0.736,0.0009218594489515,0.1036081074932321,0.872,0.768,0.0006755948117247
fashion,2,5,0,0.0643594733365549,0.92,0.732,0.05,0.0769799356360541,0.918,0.76,0.0004565668794352,0.069091516420672,0.924,0.688,0.0008175791268202
fashion,2,3,1,0.1052091237919772,0.864,0.84,0.05,0.1138732900706717,0.85,0.872,0.0003404139758058,0.1143822635684768,0.866,0.776,0.0013235494848555
fashion,2,2,4,0.0805698329049153,0.88,0.88,0.05,0.1087999350639328,0.868,0.856,0.0009762176396403,0.094907511119307,0.884,0.888,0.0014106204805368
fashion,2,2,2,0.0937120085778021,0.89,0.792,0.05,0.1256005089024256,0.836,0.728,0.0010573287635793,0.1006683001911794,0.896,0.756,0.0011293767882345
fashion,2,2,1,0.1076721036033295,0.866,0.788,0.05,0.1260370821501243,0.836,0.872,0.0007276866757207,0.1365031309851536,0.832,0.608,0.0001984136433137
fashion,2,2,0,0.0775798820548147,0.912,0.752,0.05,0.0864740007463216,0.898,0.74,0.0017483580754975,0.0830840785108933,0.908,0.668,0.0015320572403013
fashion,2,1,4,0.105597046970667,0.858,0.836,0.05,0.1095343421757821,0.862,0.832,0.0002387279029529,0.1058288735246094,0.862,0.832,0.0053218928154607
fashion,2,1,3,0.0997243759342695,0.858,0.86,0.05,0.1156633338118006,0.858,0.824,0.0076996119071235,0.1001009805568904,0.86,0.852,0.0003882389164755
fashion,2,1,2,0.0965377848906129,0.872,0.82,0.05,0.10471037903246,0.87,0.764,0.0122229082130664,0.094394665001247,0.876,0.816,0.0078916469173761
fashion,2,3,0,0.0651017237301541,0.916,0.732,0.05,0.0940292966806634,0.89,0.764,0.0007858221577982,0.0875427179806598,0.878,0.716,0.0001845539939251
fashion,2,1,1,0.1221739654532299,0.836,0.824,0.05,0.1263390746771054,0.84,0.768,0.0035451626783455,0.1216783306879309,0.832,0.816,0.0018908633737101
fashion,2,5,1,0.1044828191613256,0.866,0.74,0.05,0.1116440899219829,0.844,0.824,0.0002937823356939,0.1185223463279292,0.854,0.652,0.0006490553510692
fashion,2,5,3,0.0730018092909725,0.912,0.836,0.05,0.1028758125248051,0.88,0.816,0.00035607637403,0.0871483476660077,0.894,0.804,0.0002952980687273
fashion,2,8,3,0.0780181257005908,0.896,0.824,0.05,0.0856512289160811,0.896,0.856,0.0004162778588752,0.0945512561491103,0.882,0.736,0.0004359890316777
fashion,2,8,4,0.0783150469366725,0.89,0.856,0.05,0.0792923772714325,0.912,0.784,0.0001876245346355,0.0841455164149632,0.898,0.824,0.0004575904718005
fashion,2,8,2,0.0843671531770181,0.906,0.768,0.05,0.0891588517037453,0.898,0.74,0.0002111542561206,0.0923319500509447,0.884,0.576,0.0001045306557119
fashion,2,8,1,0.1040668045950512,0.872,0.808,0.05,0.1067629124703115,0.854,0.84,0.0002340495429692,0.1153947422836871,0.848,0.692,0.0003632292697287
fashion,2,8,0,0.0723052856584325,0.924,0.704,0.05,0.0705783174567963,0.93,0.768,0.0002156895325601,0.0660566864190695,0.932,0.632,0.0002583237147879
fashion,2,7,4,0.0845599056442557,0.894,0.896,0.05,0.0759404735680849,0.894,0.796,9.844890369792905e-05,0.0875859260851726,0.882,0.856,0.0004902180296621
fashion,2,7,3,0.0764009445773267,0.902,0.816,0.05,0.0873440292501561,0.9,0.768,0.0001411392728439,0.0912301830617997,0.892,0.808,0.0001176608306621
fashion,2,5,2,0.0889268886477281,0.896,0.772,0.05,0.0876376516599575,0.89,0.752,0.0007905279276214,0.1018422001660551,0.87,0.696,0.0010758728047167
fashion,2,7,2,0.090108186814909,0.886,0.792,0.05,0.0895307855921754,0.902,0.74,0.0001393224288831,0.0929636670536322,0.89,0.736,0.0002933044900729
fashion,2,7,0,0.0674339797555335,0.908,0.7,0.05,0.0801933335791874,0.9,0.732,0.0001740911688524,0.074107341981907,0.916,0.688,0.0001214764368908
fashion,2,6,4,0.0856582762945643,0.894,0.824,0.05,0.0920274299441005,0.884,0.84,9.365762223207691e-05,0.0813298843178671,0.892,0.86,0.0003188893477823
fashion,2,6,3,0.0783978254191214,0.91,0.812,0.05,0.0859413932127141,0.896,0.84,0.0004733643619875,0.0899655643850644,0.9,0.812,0.0010037041995224
fashion,2,6,2,0.0843445686462155,0.898,0.784,0.05,0.0861173606816983,0.902,0.764,0.0002599856627472,0.1079375081290496,0.856,0.704,8.81489178394689e-05
fashion,2,6,1,0.1080505284638108,0.852,0.728,0.05,0.1145082546997319,0.866,0.808,0.0002919714611018,0.1179665134347154,0.846,0.764,0.0002184238488108
fashion,2,6,0,0.0639973010886894,0.924,0.72,0.05,0.0727804740705726,0.928,0.772,0.0002104169813193,0.0715557490453903,0.924,0.66,0.0001835356279194
fashion,2,5,4,0.0763307668537953,0.902,0.888,0.05,0.0838036843065722,0.89,0.88,0.0003631887128103,0.0827793171737164,0.886,0.844,0.0009445057085348
fashion,2,7,1,0.1025262610600605,0.86,0.792,0.05,0.1087291035689322,0.86,0.824,8.68697239542651e-05,0.1190081750378489,0.858,0.784,0.0002605928462014
fashion,2,1,0,0.1072956885867763,0.856,0.876,0.05,0.1077620286058635,0.872,0.752,0.0004138525230216,0.1081465855181727,0.86,0.872,0.0139494464182068
fashion,2,2,3,0.0828971148845694,0.896,0.8,0.05,0.1288389372022189,0.85,0.812,0.0007235355991524,0.092528886836436,0.88,0.824,0.0008861017933507
fashion,1,8,3,0.0865860970318469,0.894,0.804,0.05,0.1069285338797161,0.874,0.788,0.000190060893405,0.1100564718590101,0.846,0.836,0.0004866340367835
fashion,1,4,2,0.1239744751128865,0.836,0.676,0.05,0.0998770589085164,0.872,0.772,0.0002631099327295,0.1241329400470401,0.84,0.592,0.000527783034105
fashion,1,4,1,0.1363504635248793,0.802,0.696,0.05,0.1433728572757472,0.836,0.78,0.0005580770987695,0.14532917210135,0.81,0.672,0.0013334494771136
fashion,1,4,0,0.0693057110860243,0.922,0.692,0.05,0.0815464792181756,0.894,0.736,0.0003329140483409,0.0900027542859529,0.882,0.68,0.0006661397150849
fashion,1,3,4,0.091321885132555,0.884,0.88,0.05,0.1095961724865021,0.86,0.796,0.0007956779456728,0.0958691460470889,0.876,0.844,0.0012584694999284
fashion,1,3,3,0.0898216774739373,0.886,0.828,0.05,0.1339985364536206,0.824,0.804,0.000269517045218,0.1061097015282346,0.848,0.848,0.0004822421093131
fashion,1,8,4,0.0936318488752795,0.872,0.84,0.05,0.094586953312666,0.878,0.852,0.0001171794084673,0.0966381037832675,0.884,0.86,0.0002072627295211
fashion,1,3,1,0.1089056393437337,0.864,0.816,0.05,0.1481723083242908,0.806,0.804,0.0001269956221841,0.1135719958674424,0.844,0.788,0.0013444467416737
fashion,1,3,0,0.0705263468408669,0.91,0.708,0.05,0.086389004078318,0.904,0.776,0.0020001782755022,0.0794975388628888,0.896,0.644,0.0023343882554589
fashion,1,2,4,0.1099771460926098,0.852,0.844,0.05,0.1073315690720514,0.872,0.852,0.0029173240096116,0.1126532854367654,0.84,0.84,0.0044761470000106
fashion,1,2,3,0.1125288171559174,0.852,0.788,0.05,0.1092277529858028,0.85,0.836,0.0008976450170615,0.1123950541797254,0.85,0.792,0.0003549597828854
fashion,1,2,2,0.1688961930675175,0.766,0.704,0.05,0.1077561450882784,0.876,0.748,0.0001130690104281,0.1624930388883121,0.77,0.672,0.0004994891043235
fashion,1,2,1,0.1678775243623451,0.774,0.608,0.05,0.1229767129922038,0.842,0.764,0.0003514475896378,0.1591592776791662,0.774,0.628,0.0050905928539566
fashion,1,2,0,0.0869760308806899,0.898,0.704,0.05,0.1038457755246097,0.868,0.752,0.0004478591886953,0.0935552462280385,0.886,0.724,0.0010483258555488
fashion,1,1,4,0.1093520581187261,0.854,0.832,0.05,0.1043406117393006,0.892,0.828,7.918390242876071e-05,0.1091885356766772,0.858,0.828,0.0063585743136797
fashion,1,1,3,0.1071909600204778,0.838,0.828,0.05,0.1274701106243022,0.844,0.82,0.0109940757318185,0.1066716079174981,0.838,0.832,0.0001532772001233
fashion,1,1,2,0.1011035500064109,0.862,0.82,0.05,0.1303475593854176,0.822,0.788,0.0085644729948262,0.1006723780567063,0.868,0.836,0.0002196665260633
fashion,1,1,1,0.1280422066345477,0.824,0.848,0.05,0.1406048248854001,0.81,0.82,0.0035589318687527,0.1278637375052417,0.82,0.848,0.0002942584181648
fashion,1,4,3,0.0963565089103983,0.882,0.82,0.05,0.1156491450744742,0.854,0.836,0.0003305168682846,0.1048534618052876,0.87,0.824,0.0011225179500914
fashion,1,4,4,0.1116353658318906,0.868,0.804,0.05,0.1077810742982533,0.874,0.82,0.0001662171538563,0.096343345084253,0.87,0.844,6.835945229552997e-05
fashion,1,3,2,0.1371279788843844,0.812,0.672,0.05,0.1093805026471887,0.856,0.784,0.0022494484196682,0.1253247291402789,0.83,0.7,0.0005015629280076
fashion,1,8,2,0.1078960546351819,0.878,0.728,0.05,0.0893177466987209,0.906,0.772,0.0005301790136606,0.108330679506674,0.868,0.668,0.0006194631962468
fashion,1,5,0,0.0774953512889734,0.912,0.72,0.05,0.084272075838739,0.898,0.764,0.0008936394119172,0.0931683812446938,0.892,0.708,0.0001075127629008
fashion,1,8,1,0.1146090721984095,0.844,0.8,0.05,0.1202213959349752,0.846,0.768,0.0007056076948564,0.118499563777176,0.848,0.628,0.0003079753599324
fashion,1,8,0,0.0814763236776434,0.89,0.724,0.05,0.0889498092898769,0.874,0.732,0.00081716175882,0.0782761620345058,0.898,0.732,0.0002806405963916
fashion,1,7,4,0.0892062957192781,0.89,0.888,0.05,0.0830527186792733,0.9,0.836,0.0005320254414469,0.1113240412297282,0.846,0.768,9.55303697140403e-05
fashion,1,7,3,0.1018960696589956,0.866,0.776,0.05,0.1064212670374714,0.854,0.804,0.0001527896519773,0.1055489584889417,0.854,0.784,0.0002312426905595
fashion,1,7,2,0.105704834240207,0.872,0.748,0.05,0.1130295540928269,0.846,0.616,0.0002712690856826,0.1053533049454137,0.884,0.732,0.0007012861169416
fashion,1,7,0,0.0719867565437612,0.91,0.696,0.05,0.0874229960439558,0.882,0.768,0.0002051863642554,0.0835383944520609,0.888,0.744,0.0002603849794272
fashion,1,6,4,0.0866055450819865,0.894,0.856,0.05,0.0899519257022847,0.884,0.808,0.000364646091946,0.0998619750473055,0.872,0.864,0.0001276285025091
fashion,1,7,1,0.1043110900523655,0.86,0.76,0.05,0.116269809595191,0.842,0.836,0.0001857939962622,0.1305693263196484,0.834,0.74,0.0008275038373443
fashion,1,6,2,0.1256199705812295,0.84,0.708,0.05,0.1018789413020445,0.87,0.744,0.0001028662221839,0.1341865829260618,0.82,0.632,0.000468920690305
fashion,1,6,1,0.1212158740236145,0.84,0.704,0.05,0.1168431517178361,0.844,0.768,0.0009853998734704,0.122057906989257,0.834,0.776,0.0003782863475991
fashion,1,6,0,0.0765559035236057,0.898,0.712,0.05,0.0798677886963423,0.916,0.788,8.919595515072291e-05,0.0793391226180824,0.912,0.736,0.0001159081106756
fashion,1,5,4,0.0796969461537251,0.884,0.872,0.05,0.0977547286113541,0.888,0.832,6.552777455967517e-05,0.0841491030818981,0.886,0.836,0.0009485454697961
fashion,1,5,3,0.0833974465727368,0.894,0.824,0.05,0.1055396081054411,0.844,0.864,0.0021136798639989,0.1078758543037979,0.852,0.8,0.0009007298068801
fashion,1,5,2,0.125265818055659,0.834,0.676,0.05,0.1386729253787562,0.824,0.768,0.0011433493469385,0.1185806669956126,0.84,0.728,0.0020893999111641
fashion,1,5,1,0.1182576292198856,0.856,0.764,0.05,0.1340498881864966,0.8,0.8,0.0001256397439491,0.1201540652481573,0.838,0.792,0.0001039486058632
fashion,1,6,3,0.1030023277125533,0.872,0.792,0.05,0.1163589843433054,0.86,0.784,0.000238135096439,0.1070977934645449,0.868,0.768,0.0015707720776098
helix,2,4,4,0.1264472798076711,0.826,0.656,0.05,0.1976262691511495,0.63,0.608,0.0001970441469325,0.1751999904205035,0.742,0.672,0.0002000579637165
helix,2,3,3,0.1468955871198902,0.846,0.752,0.05,0.209553195525366,0.66,0.628,9.743893591500307e-05,0.1861830939294972,0.724,0.668,0.0003071101333968
helix,2,4,3,0.1284606810688055,0.87,0.796,0.05,0.1878043069900248,0.69,0.676,0.0002593634368056,0.1711376165742421,0.768,0.724,0.0007405334727139
helix,2,4,2,0.1781448684374306,0.728,0.696,0.05,0.1982750403257464,0.672,0.6,7.9570418122177e-05,0.1725189168823259,0.772,0.716,0.0005597081907726
helix,2,4,1,0.1492355185902022,0.816,0.784,0.05,0.1907385810302994,0.73,0.724,0.0006458315280154,0.1819369800957203,0.726,0.712,0.0004341113968793
helix,2,4,0,0.130075034036215,0.862,0.84,0.05,0.1936226756014735,0.69,0.688,0.0001934511387804,0.1773468913650745,0.758,0.768,0.0002897666504303
helix,2,3,4,0.1751000754531768,0.758,0.64,0.05,0.205558177282988,0.64,0.628,0.0003708524230251,0.1769150630731991,0.754,0.684,0.0004162480253559
helix,2,3,2,0.1764495500696066,0.76,0.712,0.05,0.2094687470656167,0.64,0.604,0.000603843281914,0.2058542687161299,0.678,0.648,6.760186324129474e-05
helix,2,1,3,0.2248258126976658,0.65,0.644,0.05,0.2482079396622066,0.482,0.432,5.088974755065758e-05,0.2284529627712155,0.682,0.652,0.0012896211652904
helix,2,3,0,0.1527897948048296,0.822,0.764,0.05,0.1941284356642058,0.728,0.676,0.0002298163939903,0.1965300503139519,0.71,0.712,6.467526310551935e-05
helix,2,2,4,0.1854483291066284,0.758,0.688,0.05,0.2130396871226569,0.634,0.556,0.0001567347970185,0.193886556857325,0.692,0.632,0.0011695555732969
helix,2,2,3,0.1734247722802195,0.768,0.672,0.05,0.2254684443939554,0.636,0.596,0.0009010994898065,0.2065592502769009,0.654,0.576,0.0007374161790122
helix,2,2,2,0.219235459066602,0.626,0.608,0.05,0.2313502622674377,0.626,0.6,0.0019820627667158,0.2239707496767174,0.646,0.62,0.0014132153019815
helix,2,2,1,0.1974022764411753,0.706,0.684,0.05,0.2249148617509441,0.626,0.648,0.002248101057935,0.2188346467894728,0.634,0.648,0.0010382772403317
helix,2,2,0,0.1829657846133416,0.754,0.748,0.05,0.2272996989853828,0.554,0.496,0.0008653335961949,0.2191243401118652,0.662,0.668,0.0003694036784222
helix,2,1,4,0.2132402283700914,0.726,0.636,0.05,0.2333254562491188,0.58,0.496,0.0056799914775626,0.2130847858835868,0.758,0.66,0.007956779408059
helix,2,5,0,0.1394295283919542,0.814,0.804,0.05,0.1811790803283327,0.716,0.684,0.0003175064268235,0.1633671938138166,0.782,0.74,0.0001516000138899
helix,2,3,1,0.160777773449283,0.796,0.812,0.05,0.2102414809173013,0.636,0.644,0.0007108660461345,0.1964100847378463,0.674,0.66,0.0014321973037803
helix,2,5,1,0.1283188115815984,0.856,0.828,0.05,0.1851050875525753,0.712,0.66,0.0001826065277718,0.1553724175494484,0.79,0.772,0.0003123598191551
helix,2,1,0,0.2161271163693761,0.718,0.684,0.05,0.2249848894051701,0.62,0.62,0.0028420272604753,0.2198555878668297,0.7,0.696,0.0004800033907908
helix,2,5,3,0.1195284738391919,0.87,0.792,0.05,0.1826167961422972,0.708,0.688,0.0004940754263352,0.1448661306513028,0.826,0.68,0.0001777006290375
helix,2,1,2,0.2450246952796342,0.62,0.588,0.05,0.2440104983068741,0.566,0.532,0.0025212836837586,0.2497711013901195,0.65,0.656,0.0343697199169136
helix,2,8,4,0.1246017640350546,0.848,0.68,0.05,0.1729838261554597,0.73,0.612,0.0001102098246567,0.1340861444890977,0.822,0.708,0.0002166166021653
helix,2,8,3,0.1168720511105761,0.87,0.784,0.05,0.169297478572276,0.766,0.732,0.0001352101682989,0.1437697074290125,0.812,0.724,0.0001183698198689
helix,2,8,2,0.104280623080608,0.88,0.764,0.05,0.1773600381232942,0.748,0.704,0.0001483008760931,0.1413601374525225,0.818,0.74,0.0003773691307003
helix,2,8,1,0.121990409735532,0.852,0.828,0.05,0.1707407106581651,0.758,0.728,0.000193374984602,0.145488617234751,0.802,0.736,0.000142283097516
helix,2,8,0,0.1378579211939867,0.802,0.748,0.05,0.16438884601134,0.792,0.74,0.0001732382397228,0.1312462700767582,0.866,0.78,0.0002707614876726
helix,2,7,4,0.1110298610402474,0.862,0.732,0.05,0.1967324345868981,0.69,0.604,0.0001103799471042,0.1488778093045037,0.804,0.644,8.360764845283223e-05
helix,2,7,3,0.1192848421947966,0.842,0.784,0.05,0.1720840483357378,0.73,0.724,0.0001164756858894,0.1473004831095959,0.796,0.704,0.0001773831659113
helix,2,7,2,0.1125372307767631,0.866,0.732,0.05,0.1803335228434621,0.748,0.688,0.0001829002731455,0.1471602820513259,0.806,0.708,0.0002376027013469
helix,2,7,1,0.1196029314050488,0.854,0.836,0.05,0.1763104708909165,0.726,0.704,0.0001911419024398,0.1424752048796138,0.792,0.82,0.0002303715935606
helix,2,7,0,0.1235369620663712,0.844,0.812,0.05,0.1708808931259114,0.752,0.72,9.275828231723886e-05,0.1351958291201611,0.832,0.768,0.0003463740388701
helix,2,6,4,0.1082725667012438,0.87,0.724,0.05,0.1775635309689943,0.722,0.556,0.0001067514523574,0.15404142043532,0.812,0.724,0.0005120949410954
helix,2,6,3,0.110744182895599,0.882,0.796,0.05,0.1850805923705663,0.674,0.656,0.0001386039530598,0.1384206218975043,0.828,0.792,0.0003348915123027
helix,2,6,2,0.1158451865061268,0.874,0.744,0.05,0.1793079889390989,0.712,0.648,0.0002079343578557,0.1619331133284732,0.786,0.68,0.0005626255681339
helix,2,6,1,0.1339872905106003,0.848,0.784,0.05,0.1724739126777673,0.754,0.736,0.0001948046292336,0.1498013852731056,0.808,0.764,0.0005648728870642
helix,2,6,0,0.1243862690318711,0.84,0.788,0.05,0.1747360402907681,0.748,0.708,0.000478372748761,0.1592429645265017,0.78,0.784,0.0002707171842376
helix,2,5,4,0.1144480363853764,0.884,0.72,0.05,0.1809475249855474,0.7,0.684,0.0001841699682996,0.1559263089748649,0.784,0.704,0.000476522268885
helix,2,5,2,0.146230172564805,0.794,0.708,0.05,0.1891838178001794,0.726,0.74,0.0002653838279162,0.1713852880193712,0.762,0.652,0.0004162876298134
helix,2,1,1,0.2482515338034743,0.592,0.62,0.05,0.2390876280836289,0.516,0.484,0.0010716405280817,0.2601451364889255,0.602,0.612,0.0343759917845363
helix,1,4,4,0.1784987157302848,0.744,0.616,0.05,0.2501978047267167,0.614,0.608,0.0012148504685394,0.2039183037172476,0.682,0.648,0.000505018109391
helix,1,8,4,0.1911256350458525,0.716,0.628,0.05,0.2238342226840964,0.604,0.604,0.0002420901858003,0.1726635443866079,0.754,0.732,0.000290175270206
helix,1,4,1,0.2242255694825571,0.672,0.664,0.05,0.206853697946231,0.67,0.684,0.0002109965685058,0.2371696622461746,0.626,0.628,0.0008717976704747
helix,1,4,0,0.1806372518388485,0.74,0.68,0.05,0.2262684470344474,0.65,0.648,8.081166441642258e-05,0.2468850954542612,0.618,0.532,0.0013272313914445
helix,1,3,4,0.2173099005687585,0.672,0.636,0.05,0.2465836659272272,0.58,0.632,0.000759055488365,0.2309264320323689,0.638,0.544,0.000235589599364
helix,1,3,3,0.2151673668469873,0.646,0.648,0.05,0.2236293636895418,0.606,0.616,0.0005327900094633,0.2429438997113363,0.6,0.588,0.0007168234914096
helix,1,3,2,0.2384240950342034,0.636,0.616,0.05,0.232179817177446,0.582,0.58,0.001712177409933,0.240072650759976,0.61,0.652,0.0001427321332576
helix,1,3,1,0.2393894849480585,0.652,0.604,0.05,0.2429688408647568,0.576,0.544,0.0003426493819212,0.2409838490754943,0.634,0.616,0.0014657513967413
helix,1,3,0,0.2168355048853939,0.63,0.616,0.05,0.2164186166022892,0.632,0.604,0.0016275180350874,0.2493146390576095,0.622,0.592,0.0001670483497971
helix,1,4,2,0.2335589135591793,0.596,0.56,0.05,0.2101815945694091,0.66,0.672,5.218372982662675e-05,0.2244702805990633,0.636,0.584,0.0003395663831516
helix,1,2,4,0.2496347425319467,0.598,0.592,0.05,0.2350633399396571,0.56,0.568,0.0001746690628504,0.2587436302476353,0.534,0.524,0.0019457840458062
helix,1,2,2,0.2461362076227737,0.53,0.532,0.05,0.2396815246889083,0.512,0.496,0.0025988272746871,0.2655694935371361,0.558,0.58,0.0035904174804786
helix,1,2,1,0.2317200843415024,0.58,0.596,0.05,0.2403558577704057,0.574,0.576,0.003163585703898,0.2346597726198819,0.624,0.668,0.0083903030908952
helix,1,2,0,0.2552122792662069,0.558,0.496,0.05,0.2295965732430945,0.552,0.548,9.913598786387076e-05,0.2670549962339258,0.564,0.56,0.0027125787649212
helix,1,1,4,0.2190564109381368,0.734,0.656,0.05,0.2242992584927542,0.578,0.644,0.0111921120512508,0.2186164727856647,0.742,0.636,0.0140480163102014
helix,1,1,3,0.2473985420065204,0.668,0.672,0.05,0.2363386864768982,0.608,0.576,0.0139877456885817,0.2455587993634995,0.682,0.652,0.0066495198637507
helix,1,1,2,0.2543595813860859,0.646,0.676,0.05,0.2362138630274224,0.578,0.608,0.0125308366750356,0.2538090912145544,0.676,0.692,0.0194202178153973
helix,1,1,0,0.2279106775797075,0.646,0.616,0.05,0.2183574212418648,0.588,0.572,0.0165071395967971,0.2225496696229826,0.724,0.688,0.0084842065387225
helix,1,2,3,0.2440221721521695,0.628,0.628,0.05,0.2597743358019595,0.488,0.492,0.0013850058256258,0.2346235098389933,0.572,0.516,0.0024137503308861
helix,1,4,3,0.1902627241398581,0.734,0.712,0.05,0.2239651374509108,0.626,0.612,0.0007694992160627,0.2143168669609202,0.682,0.588,0.0013643254781006
helix,1,1,1,0.2766777322731786,0.634,0.608,0.05,0.2389720322843055,0.544,0.512,0.0215074394389783,0.2765547976585443,0.666,0.608,0.0160960956348944
helix,1,7,3,0.1810980381948608,0.746,0.668,0.05,0.2105238755223917,0.648,0.676,0.0002975473602131,0.2097014212904149,0.68,0.64,0.0007835863231826
helix,1,8,3,0.1829755810425737,0.712,0.66,0.05,0.2026634268302646,0.692,0.676,0.0001713619814905,0.1671258862963272,0.77,0.664,0.0003545982839112
helix,1,8,2,0.1686436606473309,0.736,0.7,0.05,0.1922260868136162,0.686,0.636,0.0004989447126905,0.1917732775526625,0.738,0.632,0.000385124899627
helix,1,8,1,0.1807312162763033,0.742,0.7,0.05,0.2160113165163418,0.642,0.564,0.0002331551907424,0.2043213689455732,0.672,0.648,0.0001433904942638
helix,1,8,0,0.1899071706762509,0.714,0.668,0.05,0.1900088224650576,0.692,0.652,0.0001967375993077,0.1850817434049417,0.716,0.62,8.218642156896306e-05
helix,1,7,4,0.197221436996525,0.686,0.6,0.05,0.2175065131095522,0.632,0.572,5.0086451629902856e-05,0.180615704285681,0.732,0.696,0.0003934628594017
helix,1,7,2,0.1894665298233082,0.718,0.644,0.05,0.2164768325843007,0.632,0.66,0.0003039852248876,0.1837424672126035,0.73,0.584,0.0003375751193939
helix,1,7,1,0.1717861153651988,0.744,0.74,0.05,0.208457957109216,0.698,0.708,0.000303093041653,0.2030797681616146,0.7,0.7,0.0011540098828428
helix,1,7,0,0.1765146722267838,0.74,0.744,0.05,0.1894899194787194,0.712,0.668,8.128502271511839e-05,0.1994776713371875,0.716,0.696,0.0001052400570069
helix,1,5,0,0.1949802147557678,0.726,0.656,0.05,0.2021242848404032,0.672,0.644,0.0001888710806138,0.203148230427357,0.7,0.668,0.000784219294426
helix,1,6,3,0.2132313673969243,0.678,0.636,0.05,0.2280846914984276,0.66,0.644,0.0001322020452261,0.1904350895964332,0.716,0.684,0.0003249054340017
helix,1,6,2,0.1979485478540329,0.716,0.636,0.05,0.2079110496688255,0.664,0.676,0.0010086716785766,0.1897450018041665,0.724,0.68,0.0006938826681021
helix,1,6,1,0.1841338665758966,0.71,0.716,0.05,0.2145953731058582,0.67,0.688,0.0001474250619579,0.1989092353389216,0.714,0.668,0.0004306157888579
helix,1,6,0,0.1921800145018996,0.744,0.736,0.05,0.1791908995678328,0.756,0.708,0.0003196819309878,0.1977378682016926,0.69,0.664,0.0010196151586671
helix,1,5,4,0.1917174702485884,0.728,0.648,0.05,0.2299010274425935,0.596,0.592,0.0006835688035501,0.2158468442321374,0.636,0.592,0.0002763121152676
helix,1,5,3,0.1984539805207066,0.702,0.696,0.05,0.2407965008083676,0.588,0.568,0.0003010843824958,0.1895553071351048,0.702,0.66,0.0003866674080013
helix,1,5,2,0.2054885791479709,0.696,0.68,0.05,0.2303984438831158,0.586,0.548,0.0013723019271205,0.2123230416229063,0.706,0.608,0.0006941502053696
helix,1,6,4,0.1557500649556837,0.792,0.732,0.05,0.2102917534675156,0.66,0.664,0.0002914623140551,0.2000321167819545,0.708,0.62,0.0001234980807397
helix,1,5,1,0.1767489288315271,0.754,0.744,0.05,0.20958219532538,0.656,0.66,0.0005187966837418,0.2089814610910531,0.716,0.668,0.0001449726151415
shell,2,3,1,0.1897279756551318,0.7,0.64,0.05,0.1087498563451675,0.88,0.876,0.0004433730084361,0.194882950646888,0.704,0.664,0.0005345426648411
shell,2,3,2,0.1549874816445383,0.772,0.656,0.05,0.1189027036139397,0.876,0.864,0.0009297342462438,0.1652430604339235,0.756,0.708,0.0004281483575449
shell,2,3,3,0.1618845528190888,0.778,0.644,0.05,0.1177700388882216,0.89,0.824,0.0001307756915872,0.1731880765993983,0.77,0.648,0.0003608952789575
shell,2,4,1,0.1707379540931729,0.756,0.748,0.05,0.114580475556559,0.894,0.836,0.0001043725206911,0.1937199074892545,0.712,0.676,0.0002454154825001
shell,2,4,0,0.1693784107230003,0.764,0.664,0.05,0.1028017986070889,0.91,0.9,0.0005015223925514,0.1804137293945182,0.744,0.612,0.0002548666012436
shell,2,3,0,0.1667715035229388,0.74,0.7,0.05,0.0937527499754926,0.916,0.856,0.0003318583877124,0.1912242162019894,0.714,0.62,0.0012095835790755
shell,2,3,4,0.1760956208380855,0.744,0.696,0.05,0.1192271027113886,0.86,0.8,0.0002842497189773,0.2006559751297343,0.692,0.632,0.000980564116149
