dataset,n_qubits,n_layers,gate_train_loss_mean,gate_train_loss_std,gate_train_loss_min,gate_train_loss_max,gate_acc_train_mean,gate_acc_train_std,gate_acc_train_min,gate_acc_train_max,gate_acc_test_mean,gate_acc_test_std,gate_acc_test_min,gate_acc_test_max,gate_lr_mean,gate_lr_std,gate_lr_min,gate_lr_max,pulsed_train_loss_mean,pulsed_train_loss_std,pulsed_train_loss_min,pulsed_train_loss_max,pulsed_acc_train_mean,pulsed_acc_train_std,pulsed_acc_train_min,pulsed_acc_train_max,pulsed_acc_test_mean,pulsed_acc_test_std,pulsed_acc_test_min,pulsed_acc_test_max,pulsed_lr_mean,pulsed_lr_std,pulsed_lr_min,pulsed_lr_max,mixed_train_loss_mean,mixed_train_loss_std,mixed_train_loss_min,mixed_train_loss_max,mixed_acc_train_mean,mixed_acc_train_std,mixed_acc_train_min,mixed_acc_train_max,mixed_acc_test_mean,mixed_acc_test_std,mixed_acc_test_min,mixed_acc_test_max,mixed_lr_mean,mixed_lr_std,mixed_lr_min,mixed_lr_max
digits,1,5,0.15327414383040677,0.026823141118225667,0.1229471333543672,0.1836147170665519,0.7924,0.04497554891271476,0.738,0.842,0.7736,0.058555956144528985,0.7,0.848,0.05,0.0,0.05,0.05,0.09478931225400009,0.013954779046042936,0.0767416879923774,0.1131609578601083,0.8855999999999999,0.022600884938426692,0.858,0.912,0.8880000000000001,0.02742261840160421,0.86,0.932,0.0015155408415748798,0.0005307603096425082,0.000875873146935,0.0022591043164254,0.1494652071180393,0.02211579729059652,0.1276285485929322,0.1829009429267569,0.7888,0.05203076013282911,0.712,0.84,0.7712,0.08548216188188038,0.628,0.856,0.0011100455845164,0.0005578583510771548,0.0003093949582612,0.0016035936724044
digits,1,6,0.14490668422744035,0.030466700206236208,0.1131530661296307,0.18982456451727,0.7968,0.06194513701655683,0.696,0.852,0.7864,0.0381156135986291,0.76,0.852,0.05,0.0,0.05,0.05,0.09832441437812803,0.020800732191670175,0.0803162145551285,0.1341397601741176,0.8744,0.03814184054289985,0.808,0.904,0.8672000000000001,0.028199290771223337,0.832,0.896,0.00075916999272444,0.0004855056589004912,0.0002247909051135,0.0014798180101078,0.14515318453035603,0.019053935143483764,0.1248734201934798,0.1721042036101521,0.7976,0.04136181814185639,0.75,0.85,0.7792,0.07301506693826966,0.684,0.868,0.00040384079423302,0.00024634201533697744,0.0001379953316159,0.0007724257122754
digits,1,7,0.13814814991568938,0.024081733582464356,0.1084717302906252,0.1659097955212164,0.8188000000000001,0.0342811901777053,0.774,0.86,0.788,0.04698936049788294,0.72,0.84,0.05,0.0,0.05,0.05,0.09238447296887256,0.011727146209236773,0.0770476235556243,0.1046288021249669,0.8848,0.015786069808536914,0.868,0.904,0.8752000000000001,0.04959032163638386,0.812,0.92,0.0004273709282352155,0.0003301778012337609,7.307912949047772e-05,0.0007922627331815,0.15119774579070167,0.026385347258987942,0.1197242550117361,0.181252762513708,0.7936,0.05167978328127935,0.732,0.86,0.7608,0.06641686532801737,0.656,0.828,0.00041269397691211484,0.00045222362136058714,9.07199551350743e-05,0.0011915898856176
digits,1,8,0.13971163044909335,0.026812320070964523,0.1185865813067016,0.1794095666195783,0.8092,0.04396817030534701,0.748,0.848,0.7928,0.03339461034358689,0.752,0.84,0.05,0.0,0.05,0.05,0.09728059788369924,0.013366258568545987,0.0790090999014156,0.1155646627503912,0.8768,0.020861447696648484,0.848,0.904,0.8704000000000001,0.0221990990808186,0.844,0.904,0.00039964125610357124,0.00038791055449513334,6.851690181044427e-05,0.0009428796831409,0.15456352786563674,0.02044573740500853,0.1319521464627771,0.1843366121130128,0.7944,0.037640403823551084,0.738,0.83,0.752,0.045431266766402224,0.692,0.796,0.00035376109375448125,0.0002632497588946018,8.297291203600647e-05,0.0007788859990678
digits,2,1,0.21527898736816517,0.014292153372709648,0.198607140390041,0.2317678902615728,0.6704,0.03603886790674754,0.628,0.708,0.6407999999999999,0.060226240128369225,0.56,0.704,0.05,0.0,0.05,0.05,0.11913812237364178,0.02227573328130786,0.0852236139805562,0.1374464681767699,0.8368,0.046445667182203346,0.782,0.898,0.82,0.06596969000988255,0.728,0.888,0.003402131163875001,0.004538359677655914,5.014025507140625e-05,0.0113421143719508,0.22528854452223265,0.013430669280229039,0.2110895995547283,0.2440726559043354,0.644,0.03325657829663181,0.61,0.686,0.6168,0.07168821381510353,0.52,0.688,0.00107556473485642,0.0011669075418211182,0.0001860387283794,0.0029951849008432
digits,2,2,0.144120382432888,0.010002030118407158,0.1323535751947605,0.1554212385779671,0.8124,0.019919839356781932,0.784,0.832,0.8231999999999999,0.0438543042357304,0.76,0.868,0.05,0.0,0.05,0.05,0.09718107932120974,0.009289287859500284,0.0853811613290606,0.10636511950271,0.8804000000000001,0.014993331851193076,0.864,0.9,0.8864000000000001,0.01846076921474294,0.868,0.908,0.00131434986156686,0.0005988766163704193,0.0008218844233499,0.0021460280021371,0.15021516744561172,0.013352877733211638,0.1328271029664188,0.1653512438271121,0.8056000000000001,0.024306377763870898,0.774,0.834,0.8071999999999999,0.03339461034358688,0.756,0.84,0.00056286570812398,0.00041383980185230617,0.0001068297506813,0.0010951035482337
digits,2,3,0.1320769800166414,0.015053263879204302,0.1157123845945229,0.1458374027642584,0.8291999999999999,0.025713809519400246,0.806,0.86,0.8016,0.046182247671589155,0.74,0.86,0.05,0.0,0.05,0.05,0.08757959822700441,0.015765197084684587,0.074179681249634,0.1119998611216273,0.9040000000000001,0.02835489375751569,0.858,0.934,0.8944000000000001,0.03528172331391996,0.836,0.924,0.00035125965372049997,0.00015808310040985306,0.000151910885623,0.0005350810445389,0.1428973104521029,0.015301630339918585,0.120663369544106,0.1575369808880265,0.8164,0.028649607327151938,0.78,0.844,0.8056000000000001,0.039557553008243575,0.76,0.86,0.0007039895326941601,0.0004913254177732401,0.0001566046399757,0.0011744389983363
digits,2,4,0.12319024033822386,0.013149821238231121,0.111688068547807,0.1444952636039323,0.8408,0.02269801753457777,0.81,0.87,0.8295999999999999,0.045921672443411714,0.752,0.872,0.05,0.0,0.05,0.05,0.07863674108673162,0.010508458858805806,0.0705823888288085,0.0953956584047732,0.9116,0.014656056768449008,0.888,0.926,0.8984,0.020119642143934875,0.876,0.924,0.00049921140603516,0.00023760602505431405,0.0003486025572726,0.000911350076471,0.13735783818154146,0.012054843813158769,0.1264838058130236,0.1561514867940848,0.8248,0.017584083712266572,0.796,0.84,0.7968,0.04475712233823792,0.748,0.856,0.0002882152509473468,0.00018831456599418845,7.361768905933399e-05,0.0005193660866391
digits,2,5,0.12446694578528442,0.020128653962261298,0.104066768029898,0.152270467944435,0.8384,0.03639780213144743,0.788,0.874,0.8048,0.04511319097558937,0.748,0.844,0.05,0.0,0.05,0.05,0.0700682885106234,0.010407002805819137,0.0564965645905164,0.0799059356101467,0.9188000000000001,0.012214745187681996,0.902,0.93,0.8984,0.028509647489928767,0.868,0.936,0.00043191430791368005,0.00013607166034945196,0.0002727680816162,0.0005650203894384,0.1335407148816981,0.021162961977878092,0.1136939411097556,0.1599057064417957,0.8256,0.04035839441801418,0.772,0.862,0.7847999999999999,0.0641498246295343,0.716,0.856,0.00038332085118488,0.00018980055721848368,0.000165016546613,0.0006317990551601
digits,2,6,0.11873857945498303,0.020060546746918307,0.100233410085686,0.1468487956905122,0.8475999999999999,0.03198124450361492,0.798,0.874,0.8103999999999999,0.04530783596686118,0.748,0.868,0.05,0.0,0.05,0.05,0.07420940259671127,0.006216819884176145,0.0684703023421154,0.0825235402250738,0.9232000000000001,0.006099180272790771,0.916,0.93,0.9136000000000001,0.014587666023048377,0.896,0.936,0.00039716893308282004,0.0001242511840394784,0.0002145678101061,0.0005375683938897,0.129886266578315,0.020539802899750315,0.1064826683181957,0.1531119124033378,0.8268000000000001,0.03579385422108099,0.784,0.858,0.7968,0.06308090043745412,0.724,0.856,0.0003499703263733,0.0001417288336525959,0.0002110305051544,0.0005312297494478
digits,2,7,0.11363428689825832,0.017890502247960724,0.0912870884159891,0.1332996313951927,0.858,0.02949576240750529,0.826,0.9,0.82,0.05528109984434097,0.744,0.88,0.05,0.0,0.05,0.05,0.06986352244124482,0.007634257576345131,0.0597098181041944,0.0800844318514706,0.9268000000000001,0.008074651695274545,0.914,0.936,0.9152000000000001,0.022873565528793265,0.888,0.944,0.0003086636963159,0.0001735223835201728,0.00018019714599,0.0006118556567957,0.13156971336500073,0.016528478650494102,0.1189477669143789,0.1551299701706271,0.8263999999999999,0.024306377763870894,0.796,0.846,0.7936,0.0601065720200379,0.7,0.852,0.00024555871355895996,7.765372803236665e-05,0.0001592060427869,0.0003580578813553
digits,2,8,0.11962616494509644,0.028099996945337824,0.0862022524375063,0.1517296786987413,0.8492000000000001,0.038173289090671754,0.812,0.9,0.8176,0.05422914345626344,0.764,0.904,0.05,0.0,0.05,0.05,0.0727421362395711,0.010437227061584025,0.0591081440256252,0.0831228302643537,0.9204000000000001,0.012601587201618691,0.91,0.936,0.8944000000000001,0.029065443399335953,0.868,0.928,0.000259841353592,0.0001858297840854916,0.0001109647743537,0.0005767123748152,0.13401409691135757,0.021096928264878852,0.1169508443338078,0.1661688895253197,0.8236000000000001,0.029339393313427563,0.78,0.852,0.8056000000000001,0.04821617985697334,0.744,0.868,0.00031422998632857997,9.921659023045841e-05,0.0002073085580825,0.0004373219856609
sinus3d,1,1,0.2972661516381301,0.009499668677290494,0.2844150020516763,0.3075706542907823,0.5296000000000001,0.01888915032498817,0.5,0.552,0.52,0.04963869458396344,0.46,0.576,0.05,0.0,0.05,0.05,0.2711503168540201,0.008914769589472191,0.2595218831457436,0.2844885763190147,0.562,0.01593737745050921,0.54,0.58,0.5584,0.03436277055186323,0.524,0.604,0.02518921529500332,0.008805474242807289,0.0155816450174851,0.0379070074266882,0.29710289553894864,0.009739335480814354,0.2840821104867282,0.3074687308051595,0.5344,0.02169792616818485,0.5,0.554,0.5088,0.043671501004659774,0.464,0.568,0.00496775228792886,0.004715580776635648,0.0001656964596697,0.0109372805869753
sinus3d,1,2,0.27615010206353224,0.008098083629049261,0.2656376614084311,0.2882803886247756,0.5628,0.02410808992848659,0.538,0.596,0.5096,0.02127909772523263,0.476,0.528,0.05,0.0,0.05,0.05,0.23389784640245534,0.01050819534240726,0.2184329560648553,0.2460909945220321,0.6272,0.02744448942866311,0.588,0.658,0.6104,0.020899760764181027,0.584,0.636,0.001244665180003554,0.0012026502759302552,7.237082820257022e-05,0.0029332923451512,0.2848504245806545,0.008783008316965924,0.2769258487241612,0.2987742137011244,0.5492,0.022387496510329126,0.522,0.578,0.528,0.03286335345030995,0.488,0.576,0.006323365168654495,0.011032757950251094,6.55252011643713e-05,0.0259563127641638
sinus3d,1,3,0.2729596707056953,0.006576879744221555,0.2638986255112073,0.2816773445426769,0.5751999999999999,0.024923884127479035,0.55,0.616,0.5424,0.022733235581412495,0.508,0.568,0.05,0.0,0.05,0.05,0.22114413783081463,0.01554921584433434,0.1992116020250623,0.2374821060238695,0.6464000000000001,0.04058078362969351,0.608,0.702,0.6112,0.055957126445163353,0.536,0.684,0.00105642102140974,0.0008035959564997978,0.0002278236406551,0.0021336931069841,0.27882682034193346,0.012164158283358647,0.2630298514535212,0.2944020033219517,0.5684,0.01915202339179856,0.546,0.598,0.5256000000000001,0.04687003307018249,0.46,0.58,0.00046285822686811996,0.00021148924534349143,0.0002287153090538,0.0006890711341471
