n_qubits,n_layers,seed,gate_train_loss,gate_acc_train,gate_acc_test,gate_lr,pulsed_train_loss,pulsed_acc_train,pulsed_acc_test,pulsed_lr,mixed_train_loss,mixed_acc_train,mixed_acc_test,mixed_lr
1,7,1,0.1935500183058408,0.71,0.68,0.05,0.1070262512064721,0.856,0.812,0.0008326850896396,0.1859276331630349,0.73,0.724,0.0008373856087902
1,7,2,0.1719420903700168,0.75,0.644,0.05,0.1467192938635293,0.8,0.776,0.0001602047665353,0.1769388341590641,0.738,0.72,0.0008737373292176
1,7,3,0.1911928794438851,0.73,0.656,0.05,0.1202409331359594,0.848,0.792,0.0009174114629563,0.1809338008573377,0.742,0.76,0.0001220762070487
1,7,4,0.1954951296521812,0.708,0.596,0.05,0.1331284361715457,0.826,0.812,0.0005714445688503,0.1760863667073227,0.742,0.66,0.0003265107774233
1,8,0,0.1703977362780259,0.762,0.66,0.05,0.1015203807307232,0.862,0.74,0.000581084688407,0.1643516049348545,0.756,0.708,0.0002304177752497
1,8,1,0.1782855025396674,0.74,0.668,0.05,0.1145119852837431,0.86,0.848,0.0005440875283226,0.1776587424773517,0.754,0.732,0.0002228483317501
1,8,2,0.1715401367112103,0.758,0.684,0.05,0.137966572466073,0.8,0.8,5.116497062186204e-05,0.1797831487348455,0.74,0.736,0.0003311082878551
1,8,3,0.1648100434334606,0.768,0.716,0.05,0.1477659065505955,0.808,0.784,0.0008226594982337,0.1629373450413562,0.776,0.744,7.83792757690424e-05
1,8,4,0.2026334589715863,0.7,0.664,0.05,0.1194261465921321,0.842,0.776,0.000714701494402,0.196847333356979,0.728,0.624,9.479152250684508e-05
2,1,0,0.1704674396076803,0.74,0.664,0.05,0.1140321676127354,0.84,0.76,0.0181027186930845,0.1943994533632365,0.714,0.672,0.0043397104196623
2,1,1,0.1700900936029755,0.748,0.74,0.05,0.1220588449847077,0.852,0.828,0.0046134511845723,0.1818163363639822,0.714,0.74,9.818442213853216e-05
2,1,2,0.1712833053653159,0.738,0.66,0.05,0.1289338421400361,0.834,0.82,0.005229042878151,0.1961558666208207,0.692,0.672,0.0005840828931178
2,1,3,0.1737483685503032,0.716,0.732,0.05,0.1389668461309068,0.812,0.82,0.0052052768349011,0.1887383400313156,0.712,0.72,0.0110738321580142
2,1,4,0.1790096230655677,0.724,0.672,0.05,0.1393456542013587,0.808,0.812,0.0059832467470337,0.1958640107065217,0.698,0.66,0.0023139840743308
2,2,0,0.1475740817617737,0.782,0.728,0.05,0.1171842324870795,0.862,0.796,0.0011281401061956,0.1612411769965529,0.78,0.728,0.0011238963787795
2,2,1,0.152305362645438,0.778,0.768,0.05,0.110097278984325,0.864,0.796,0.0013184306880741,0.1694480038959152,0.726,0.716,0.0002575158431832
2,2,2,0.1534255719722406,0.76,0.716,0.05,0.1422850108003244,0.766,0.756,0.0006848979709338,0.159388835267533,0.768,0.744,0.0004439498662641
2,2,3,0.1593818789479552,0.768,0.764,0.05,0.1401763300821675,0.788,0.792,0.0013772295285272,0.1727277369326741,0.738,0.712,0.0009920636293398
2,2,4,0.1768711102386544,0.724,0.724,0.05,0.1274687173652128,0.796,0.796,0.0023580023192102,0.1881511103148423,0.7,0.696,0.0005822764244127
2,3,0,0.1466649687221734,0.794,0.696,0.05,0.1084375715319703,0.866,0.788,0.0003283485728763,0.163038858678602,0.76,0.728,0.0004923524978899
2,3,1,0.1563924011348827,0.774,0.716,0.05,0.1211099221568046,0.82,0.792,0.0001922968065488,0.1540138348445385,0.774,0.728,0.0001275357415636
2,3,2,0.1544211314499114,0.778,0.72,0.05,0.1170170221319322,0.854,0.852,0.0003837604995421,0.1590569027148156,0.75,0.688,0.0007853477400957
2,3,3,0.1520212688781702,0.78,0.732,0.05,0.1279532436424537,0.838,0.832,0.0005818675845476,0.1572372266536871,0.794,0.804,0.0003711054526048
2,3,4,0.1628654249490969,0.77,0.768,0.05,0.113652744336325,0.842,0.808,0.0009404810588574,0.1741467011813142,0.752,0.64,0.0001951889269794
2,4,0,0.125088287874221,0.824,0.716,0.05,0.0894530553005607,0.884,0.776,0.0005751844124006,0.1555593645583315,0.776,0.716,0.0005849318892025
2,4,1,0.150884050080918,0.784,0.712,0.05,0.0982841688464618,0.872,0.84,0.0004188949629555,0.1522905899106024,0.778,0.74,0.0006330379935569
2,4,2,0.1493305005937848,0.796,0.704,0.05,0.1147618035191987,0.866,0.884,0.0002321378713755,0.1509241242735797,0.784,0.728,0.0001375394508311
2,4,3,0.1498312168809778,0.766,0.716,0.05,0.1112434750277758,0.84,0.856,0.0009758949951467,0.1603556755315198,0.748,0.748,0.0008511493494186
2,4,4,0.1578543885655989,0.752,0.748,0.05,0.1129222078569281,0.856,0.82,0.0004449254521134,0.1661635477000742,0.75,0.676,0.0005933521833185
2,5,0,0.1451824626070814,0.8,0.72,0.05,0.0898878230435552,0.888,0.816,0.000404422929572,0.1581811456561974,0.766,0.708,0.0002857553322385
2,5,1,0.1508529231784605,0.79,0.732,0.05,0.1074053054208831,0.856,0.824,0.0001768209643471,0.1584773609905485,0.782,0.708,0.0002579411521726
2,5,2,0.140193423122374,0.808,0.684,0.05,0.120640487259728,0.832,0.828,0.0006581396677535,0.1589614288358765,0.78,0.704,0.0003209154958105
2,5,3,0.1501561028139284,0.792,0.724,0.05,0.1115137928112783,0.848,0.836,0.0003453048320877,0.1433876905847712,0.818,0.768,0.0001734692987478
2,5,4,0.1462899079967821,0.766,0.704,0.05,0.1136599583414661,0.832,0.82,0.000384067369977,0.1690352589727593,0.76,0.716,0.0003387070080275
2,6,0,0.135675259826244,0.81,0.708,0.05,0.0967087085100766,0.896,0.772,0.0003053281688847,0.1561453840421085,0.788,0.672,0.0002775563657653
2,6,1,0.1480008993228934,0.776,0.7,0.05,0.1064406496315651,0.854,0.788,0.0001836307569876,0.1495533888107439,0.786,0.724,0.0002863782149076
2,6,2,0.1454277207052646,0.786,0.704,0.05,0.1190061961861227,0.832,0.804,0.0002157993545622,0.1612594542903533,0.786,0.736,0.0001169319431178
2,6,3,0.1404548759733085,0.792,0.788,0.05,0.1038979780171671,0.876,0.876,0.0001993640195867,0.1552531212196662,0.778,0.732,0.0002467253580307
2,6,4,0.1518789649787927,0.784,0.748,0.05,0.1084690165203125,0.852,0.804,0.0002411929048416,0.1678351160933204,0.742,0.704,0.0004951274116167
2,7,0,0.1339032573780711,0.828,0.684,0.05,0.0930611663173725,0.888,0.788,0.000296176477581,0.1505636305364623,0.784,0.712,0.0001086801579673
2,7,1,0.1398170774176985,0.806,0.696,0.05,0.1049223570294638,0.864,0.788,0.0002539828161158,0.162925992224516,0.762,0.704,0.0001415778793192
2,7,2,0.1377760410966054,0.812,0.648,0.05,0.1074680682253949,0.858,0.816,0.00027757107912,0.1528453121864001,0.778,0.7,0.000296297667107
2,7,3,0.1457507889664303,0.772,0.712,0.05,0.1046381510758559,0.864,0.832,0.0001445852566579,0.1685829368561937,0.754,0.732,0.0002882648356093
2,7,4,0.1563254174675814,0.772,0.68,0.05,0.0997068700577633,0.874,0.836,0.000397567220521,0.1593737386359084,0.774,0.752,0.0002994953391484
2,8,0,0.1410966674108995,0.794,0.72,0.05,0.099555428993984,0.87,0.748,0.0002397098320984,0.1463608374649513,0.794,0.664,0.00027739956543
2,8,1,0.1454656056360271,0.782,0.732,0.05,0.1024655033733612,0.86,0.848,0.0003476745040244,0.1534019900486298,0.81,0.708,0.0003476134809479
2,8,2,0.1422085155446531,0.808,0.728,0.05,0.1010918151458242,0.864,0.86,0.0002075257894266,0.1492593061041029,0.788,0.688,0.0001943314964644
2,8,3,0.134318506516405,0.798,0.732,0.05,0.1090949298351141,0.846,0.78,0.0002131413847437,0.152459623437191,0.794,0.688,0.0002332504587628
2,8,4,0.1487965868738474,0.79,0.712,0.05,0.1076809604753204,0.856,0.836,0.0002538271937926,0.1690751141683337,0.76,0.672,0.0004093948745959
