n_qubits,n_layers,seed,gate_train_loss,gate_acc_train,gate_acc_test,gate_lr,pulsed_train_loss,pulsed_acc_train,pulsed_acc_test,pulsed_lr,mixed_train_loss,mixed_acc_train,mixed_acc_test,mixed_lr
1,1,0,0.2502654520976016,0.658,0.656,0.05,0.1764988641495055,0.732,0.704,0.0058344986147649,0.2497634424504083,0.65,0.656,0.0001969728682485
1,1,1,0.2414254130313442,0.682,0.668,0.05,0.173917489726539,0.766,0.696,0.0057252574915376,0.2411229051982566,0.672,0.712,0.003781379096816
1,1,2,0.2617841962042006,0.63,0.6,0.05,0.1683057818579723,0.76,0.724,0.0096333582041871,0.25869568393021,0.644,0.664,0.0003081268416739
1,1,3,0.2450671085883091,0.656,0.672,0.05,0.1679768379925982,0.76,0.784,0.0001194762483372,0.2450624681425511,0.66,0.672,0.0084508052052579
1,1,4,0.2400063622986077,0.68,0.624,0.05,0.2024767269094297,0.71,0.772,0.0170817721338826,0.2403344401785246,0.668,0.62,0.0010428736105514
1,2,0,0.2157282236587338,0.688,0.7,0.05,0.1173055583257982,0.838,0.756,0.0071859793296623,0.2078539685534731,0.704,0.688,0.000315798788165
1,2,1,0.2074079983071834,0.718,0.692,0.05,0.123126917695447,0.848,0.812,0.004181179526781,0.2029156009364063,0.73,0.664,0.0027117538868003
1,2,2,0.1906830237795826,0.736,0.704,0.05,0.1458038071830155,0.792,0.792,0.0078068308242723,0.1896504335360511,0.742,0.696,0.0173867696580243
1,2,3,0.2152793622337168,0.674,0.7,0.05,0.1414072341422197,0.808,0.812,0.0105796966081549,0.2126519442987721,0.704,0.68,0.0014025775390445
1,2,4,0.2316598919370258,0.68,0.692,0.05,0.146463419600868,0.788,0.796,0.0052292449961696,0.2321969729539686,0.67,0.696,0.0093157778779953
1,3,0,0.2006506497223678,0.714,0.656,0.05,0.1222714479160658,0.828,0.76,0.0038223704220772,0.1941536704263552,0.726,0.704,0.0001115564069664
1,3,1,0.2307863116292087,0.642,0.66,0.05,0.1122149462984706,0.838,0.812,0.000809939464169,0.1822507591282537,0.754,0.756,0.0007103504043596
1,3,2,0.2216360529844717,0.68,0.66,0.05,0.1424212812147474,0.816,0.812,0.0010398147981707,0.1965635640978308,0.706,0.688,0.0017499560220527
1,3,3,0.2081158531922238,0.682,0.648,0.05,0.1438426064116139,0.782,0.812,0.0001972717241757,0.2242517594997587,0.696,0.688,0.0003482285415013
1,3,4,0.2088622129500491,0.702,0.616,0.05,0.1518196459215002,0.776,0.772,0.0022287436181626,0.1943693176446665,0.726,0.68,0.0001823721360924
1,4,0,0.1658479251305722,0.742,0.68,0.05,0.1228117204708966,0.818,0.764,0.0006229363873702,0.1760844113848847,0.752,0.676,0.0001757476068794
1,4,1,0.1917106282604903,0.714,0.72,0.05,0.12918200553026,0.834,0.836,0.0005207096191408,0.1785814267862517,0.774,0.724,0.0014448410472118
1,4,2,0.1734306273212598,0.766,0.636,0.05,0.1547372822713589,0.792,0.756,0.001287376906312,0.1886041235836227,0.756,0.708,0.0047389250662697
1,4,3,0.1951785376725749,0.706,0.68,0.05,0.165942492727879,0.768,0.748,0.0007915780409277,0.1740486471173012,0.752,0.732,0.0011376398793195
1,4,4,0.2031461244371445,0.704,0.676,0.05,0.1667486569463092,0.746,0.724,0.0006195962203644,0.200204614828977,0.698,0.676,0.0002428170652607
1,5,0,0.1804282279459345,0.746,0.668,0.05,0.1178251980355754,0.838,0.752,0.0007621163254926,0.198652173971362,0.702,0.672,0.0002268924466998
1,5,1,0.2075204498486204,0.686,0.68,0.05,0.1345498581181282,0.8,0.764,6.992174096823612e-05,0.1834092458813288,0.73,0.712,0.0009438860154971
1,5,2,0.1823701525087409,0.74,0.704,0.05,0.1637105933397218,0.744,0.736,0.0001977920316851,0.1891507813244626,0.74,0.712,0.0001444174906312
1,5,3,0.1813360656077107,0.728,0.672,0.05,0.1540286837339025,0.788,0.78,0.0002525004100219,0.1636953986903885,0.76,0.724,0.000745442249767
1,5,4,0.1893258630055874,0.73,0.716,0.05,0.1606766520703685,0.778,0.752,0.0012008709340354,0.1736785315538138,0.724,0.72,0.000303405953355
1,6,0,0.1854919679388516,0.712,0.648,0.05,0.1085578866362213,0.868,0.736,0.0004832234692234,0.172618408592849,0.76,0.72,0.0008821079695867
1,6,1,0.1865672675041827,0.72,0.688,0.05,0.1289027181207155,0.826,0.788,0.0011834002091081,0.1707437036790369,0.748,0.7,0.0004253338698918
1,6,2,0.1618464039685098,0.758,0.724,0.05,0.1282173034911651,0.816,0.812,0.0001649654701581,0.174891238876876,0.752,0.68,0.0019921242381902
1,6,3,0.1770431181983934,0.734,0.708,0.05,0.1220957320785073,0.826,0.812,0.0005830034653149,0.1696140585674354,0.738,0.696,0.0003846076097929
1,6,4,0.2023869389825596,0.698,0.696,0.05,0.1700027543379378,0.754,0.696,0.0002049562344409,0.1998744255303332,0.71,0.632,0.000100597480164
1,7,0,0.1457581178283293,0.774,0.68,0.05,0.1146785640479962,0.856,0.772,0.0008261167747553,0.1571917440710369,0.768,0.752,0.001095651734679
