"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"48","265.2302872241008","83.0924056214632","4.844159296930073","-0.3101551740988557","0.014799999999999924","0.014","0.015599999999999947","1300","0.00023378887109031042","0","0.00023378887109031042","0.00023378887109031042","48_47:0.006487636919785933;48_49:0.010035400204356282","48_47:660;48_49:660","true"
"49","225.6409144886217","56.220065370725955","4.697333027060798","-0.312183453636997","0.009400000000000075","0.0098","0.009000000000000008","1300","0.0003072213381533109","0","0.0003072213381533109","0.0003072213381533109","","","true"
"50","166.37549428050798","35.17776924758437","4.784065216389066","-0.31049210238863767","0.018000000000000016","0.01980000000000004","0.0162","1300","0.0005648444592481117","0","0.0005648444592481117","0.0005648444592481117","50_49:0.015224863046104598;50_51:0.010431055388690214","50_49:660;50_51:660","true"
"51","293.91534670837","349.72274352464257","4.931195143259573","-0.3079514036835037","0.016699999999999937","0.013399999999999967","0.02","1300","0.00015068837185527458","0","0.00015068837185527458","0.00015068837185527458","","","true"
"52","152.3083490127984","148.76181874099146","4.915268091888991","-0.30801090653647334","0.010299999999999976","0.0076","0.013000000000000012","1300","0.00027571126791515826","0","0.00027571126791515826","0.00027571126791515826","52_37:0.005442289346216017;52_56:0.0055863179191879275","52_37:660;52_56:660","true"
"53","174.2304560070057","153.98456191896204","4.996701228091365","-0.30683792833129964","0.007900000000000018","0.007","0.00880000000000003","1300","0.00029961162494247735","0","0.00029961162494247735","0.00029961162494247735","53_60:0.008564863689105418","53_60:660","true"
"54","282.17488984599794","132.05092943996755","4.96962461873921","-0.3069935236147513","0.013900000000000023","0.01639999999999997","0.0114","1300","0.0003564787674546326","0","0.0003564787674546326","0.0003564787674546326","54_64:0.00856643792057199;54_45:0.020524775517972438","54_64:660;54_45:660","true"
"55","210.91302056021493","97.30491896580111","4.837201893521209","-0.31038048092010345","0.04970000000000008","0.0726","0.0268","1300","0.00040309848052834477","0","0.00040309848052834477","0.00040309848052834477","55_68:0.01139017926813185;55_49:0.01077438296378777","55_68:660;55_49:660","true"
"56","265.57540819058767","151.192918791834","4.8145266476661215","-0.30974571553277236","0.014000000000000012","0.0128","0.015199999999999991","1300","0.00017192962386055827","0","0.00017192962386055827","0.00017192962386055827","56_57:0.006030946190445086","56_57:660","true"
"57","305.37356737285705","164.6954377936303","4.927636215797346","-0.30778611849622645","0.012399999999999967","0.011199999999999988","0.0136","1300","0.0001243791342040867","0","0.0001243791342040867","0.0001243791342040867","57_58:0.004161495719701425","57_58:660","true"
"58","142.70052851031443","112.18764704850805","4.886914741135209","-0.30930018015034827","0.015599999999999947","0.0126","0.01859999999999995","1300","0.00016192101829238815","0","0.00016192101829238815","0.00016192101829238815","58_71:0.018659813584237656;58_59:0.0047624729505990615","58_71:660;58_59:660","true"
"59","193.76177498216876","43.48137574725858","4.971240983646933","-0.30762691104199297","0.019300000000000095","0.012800000000000034","0.0258","1300","0.00020797353351307548","0","0.00020797353351307548","0.00020797353351307548","59_60:0.0050463651921824615","59_60:660","true"
"60","282.0713595804577","118.37238853164367","4.766228041500117","-0.31054248475500074","0.020199999999999996","0.024399999999999977","0.016","1300","0.00044625688947724665","0","0.00044625688947724665","0.00044625688947724665","60_61:0.013934322507151597","60_61:660","true"
"61","332.52591854084284","164.26958344481943","4.793929680818951","-0.29056402780855567","0.01319999999999999","0.0152","0.011199999999999988","1300","0.0004817695551383574","0","0.0004817695551383574","0.0004817695551383574","","","true"
"62","244.4043595220822","174.43547942319458","4.935227577924499","-0.3079921198487331","0.014100000000000001","0.014800000000000035","0.0134","1300","0.00019862176456391533","0","0.00019862176456391533","0.00019862176456391533","62_72:1;62_61:0.005718490213502625;62_63:0.006575386520492915","62_72:660;62_61:660;62_63:660","true"
"63","145.9507466530492","169.32450058043912","5.041629381337884","-0.30694631371315323","0.011400000000000077","0.012199999999999989","0.0106","1300","0.00016495224576089433","0","0.00016495224576089433","0.00016495224576089433","63_64:0.005070379932940433","63_64:660","true"
"64","285.74941170773286","167.22085006469257","4.821568151625261","-0.30967161679000116","0.010599999999999943","0.012599999999999945","0.0086","1300","0.0002099485402632985","0","0.0002099485402632985","0.0002099485402632985","","","true"
"65","257.6739163198803","76.70943520246628","4.95716283840736","-0.3075262411046977","0.011500000000000066","0.0112","0.011800000000000033","1300","0.00016954320413741094","0","0.00016954320413741094","0.00016954320413741094","65_64:0.006419983897423348;65_66:0.006393166693778984","65_64:660;65_66:660","true"
"66","195.82883739061586","145.46258885157948","4.885003283440064","-0.3091067496263565","0.00990000000000002","0.0126","0.007199999999999984","1300","0.0003066517899539596","0","0.0003066517899539596","0.0003066517899539596","","","true"
"67","162.72873155094067","128.98286680000243","5.11394299354881","-0.3058889857295697","0.06289999999999996","0.06620000000000004","0.0596","1300","0.00031222346368120463","0","0.00031222346368120463","0.00031222346368120463","67_68:0.008766561659565242;67_66:0.008107130769953313","67_68:660;67_66:660","true"
"68","325.16895771060393","30.349650311354235","4.743755986637629","-0.31111458963233274","0.034399999999999986","0.03759999999999997","0.0312","1300","0.00023407295346483981","0","0.00023407295346483981","0.00023407295346483981","","","true"
"69","207.09138306203633","143.4282654240303","5.117688308169659","-0.3044028997353383","0.010199999999999987","0.011","0.009399999999999964","1300","0.0007924295906409276","0","0.0007924295906409276","0.0007924295906409276","69_68:0.007413676248630541;69_70:0.00718512535249044","69_68:660;69_70:660","true"
"70","230.78878415740465","132.22928958951755","4.898861335636608","-0.3082399407301921","0.06740000000000002","0.0616","0.07320000000000004","1300","0.00018570891432858382","0","0.00018570891432858382","0.00018570891432858382","","","true"
"71","64.02475075913016","77.33681357270291","4.7882496146687785","-0.3094663460422399","0.019199999999999995","0.0282","0.010199999999999987","1300","0.0005237614110524108","0","0.0005237614110524108","0.0005237614110524108","","","true"
"72","42.22365281582331","81.34641855684124","5.059271507650144","-0.2985458699744989","0.24659999999999993","0.38959999999999995","0.1036","1300","0.19534919899061182","0","0.19534919899061182","0.19534919899061182","","","true"
"73","181.0956345909972","271.92103168765726","4.979584192352369","-0.307607369486609","0.01100000000000001","0.0106","0.011399999999999966","1300","0.0002332367321095184","0","0.0002332367321095184","0.0002332367321095184","73_66:0.008494743886906186","73_66:660","true"
"74","161.1363175492715","78.01543444367046","5.031462602993276","-0.3067427013413316","0.00990000000000002","0.0126","0.007199999999999984","1300","0.00032297832564233533","0","0.00032297832564233533","0.00032297832564233533","74_70:0.007857110969505698;74_89:0.009755492593452902","74_70:660;74_89:660","true"
"75","229.45907177558473","68.80077789237276","5.00608393105337","-0.30673349842246334","0.008900000000000019","0.007800000000000029","0.01","1300","0.00016895053701746537","0","0.00016895053701746537","0.00016895053701746537","75_90:0.006819306161892719","75_90:660","true"
